tail_number,avg_alt,avg_mph,mean_lat,mean_long,flight_count,manufacturer,model,reg_state,log_flight_count
N66AR,9700.0,460.0,34.6259,-118.09,1,DIAMOND AIRCRAFT IND INC,DA 62,UTAH,0.6931471805599453
N66CL,12550.0,460.0,34.627,-118.156,1,CESSNA,421C,MONTANA,0.6931471805599453
N66GE,7485.0,460.0,34.69916,-118.14079999999998,5,ROCKWELL INTERNATIONAL CORP,NA-265-65,FLORIDA,1.791759469228055
N66M,35181.25,453.0,34.5288,-118.35725,4,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,CALIFORNIA,1.6094379124341003
N66ZB,26408.333333333332,419.0,34.52483333333333,-117.88499999999999,3,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,WASHINGTON,1.3862943611198906
N6704D,5725.0,460.0,34.6613,-118.1155,2,BEECH,76,CALIFORNIA,1.0986122886681098
N670FE,10025.0,368.0,34.6029,-118.197,1,AIRBUS INDUSTRIE,A300 F4-605R,TENNESSEE,0.6931471805599453
N670QS,29875.0,520.0,34.5273,-117.993,1,TEXTRON AVIATION INC,680A,OKLAHOMA,0.6931471805599453
N6712B,24275.0,460.0,34.3182,-117.749,1,BOEING,757-232,GEORGIA,0.6931471805599453
N671FE,35675.0,525.0,34.3783,-118.452,1,AIRBUS INDUSTRIE,A300 F4-605R,TENNESSEE,0.6931471805599453
N671QS,25750.0,452.0,34.48605,-117.807,2,TEXTRON AVIATION INC,680A,OHIO,1.0986122886681098
N671TC,14775.0,460.0,34.692899999999995,-118.17699999999999,2,RAYTHEON AIRCRAFT COMPANY,B36TC,WASHINGTON,1.0986122886681098
N671UA,37362.5,528.5,34.6,-118.53800000000001,2,BOEING,767-322,ILLINOIS,1.0986122886681098
N67224,8191.666666666667,460.0,34.56466666666667,-118.00066666666667,3,BEECH,B36TC,CALIFORNIA,1.3862943611198906
N6725C,15075.0,460.0,34.639,-118.34,1,BEECH,A36TC,CALIFORNIA,0.6931471805599453
N672FE,33143.75,460.0,34.5687,-118.788,4,AIRBUS INDUSTRIE,A300 F4-605R,TENNESSEE,1.6094379124341003
N672UA,33975.0,532.0,34.5796,-117.682,1,BOEING,767-322,ILLINOIS,0.6931471805599453
N6731Z,11828.57142857143,460.0,34.75587142857143,-118.04285714285713,7,BEECH,58P,CALIFORNIA,2.0794415416798357
N6732P,9425.0,460.0,34.5399,-117.974,1,PIPER,PA-24-180,CALIFORNIA,0.6931471805599453
N673HA,32375.0,594.0,34.9753,-118.562,1,GULFSTREAM AEROSPACE CORP,GVI,OREGON,0.6931471805599453
N673MM,19200.0,387.0,34.6316,-118.164,1,GULFSTREAM AEROSPACE,GV-SP (G550),NEW YORK,0.6931471805599453
N673NK,25375.0,479.0,34.558,-117.342,1,AIRBUS,A321-231,FLORIDA,0.6931471805599453
N673QS,21350.0,460.0,34.5673,-117.995,1,CESSNA,560XL,OHIO,0.6931471805599453
N673UA,38200.0,460.0,34.5166,-118.485,1,BOEING,767-322,ILLINOIS,0.6931471805599453
N6746W,8875.0,460.0,34.608,-117.93,1,BEECH,A36TC,MONTANA,0.6931471805599453
N674PP,40250.0,479.0,34.7456,-118.236,1,TEXTRON AVIATION INC,680A,NEW YORK,0.6931471805599453
N674QS,30987.5,503.0,34.61125,-118.156,2,TEXTRON AVIATION INC,680A,OHIO,1.0986122886681098
N674TH,3458.3333333333335,460.0,34.64508333333333,-118.23933333333333,6,KAMAN AEROSPACE CORP,K-1200,IDAHO,1.9459101490553132
N67501,36700.0,523.0,34.6038,-117.937,1,BOEING,737-9,ILLINOIS,0.6931471805599453
N675CM,12025.0,460.0,34.703599999999994,-118.201,2,CIRRUS DESIGN CORP,SR22T,CALIFORNIA,1.0986122886681098
N675QS,34100.0,511.0,34.6549,-117.18,1,TEXTRON AVIATION INC,680A,OKLAHOMA,0.6931471805599453
N675RN,20581.25,316.5,34.57665,-118.2345,4,RAYTHEON AIRCRAFT COMPANY,B200,CALIFORNIA,1.6094379124341003
N675TH,3325.0,460.0,34.6253,-118.196,1,KAMAN AEROSPACE CORP,K-1200,IDAHO,0.6931471805599453
N67657,4050.0,460.0,34.6604,-118.223,1,CESSNA,152,CALIFORNIA,0.6931471805599453
N676DL,22900.0,460.0,34.3297,-117.729,1,BOEING,757-232,GEORGIA,0.6931471805599453
N676QS,31600.0,458.0,34.3982,-117.99033333333334,3,TEXTRON AVIATION INC,680A,OKLAHOMA,1.3862943611198906
N677GA,17365.0,458.2,34.554860000000005,-118.0272,5,GULFSTREAM AEROSPACE CORP,GVII-G600,UTAH,1.791759469228055
N677MA,30900.0,237.0,34.4031,-118.333,1,CIRRUS DESIGN CORP,SF50,MINNESOTA,0.6931471805599453
N677TX,4775.0,460.0,34.4939,-118.102,1,DEHAVILLAND,DHC-2 MK 1,TEXAS,0.6931471805599453
N677UA,37125.0,539.0,34.5008,-117.986,1,BOEING,767-322,ILLINOIS,0.6931471805599453
N67812,33975.0,524.0,34.5872,-118.07366666666667,3,BOEING,737-924ER,ILLINOIS,1.3862943611198906
N67815,33675.0,492.0,34.77263333333334,-118.06266666666666,3,BOEING,737-924ER,ILLINOIS,1.3862943611198906
N67827,33987.5,517.0,34.69525,-117.96350000000001,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N67845,25825.0,532.0,34.5182,-117.545,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N67846,36675.0,516.0,34.6395,-118.075,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N678FE,18750.0,425.5,34.613600000000005,-118.1995,2,AIRBUS INDUSTRIE,A300 F4-605R,MASSACHUSETTS,1.0986122886681098
N678QS,22466.666666666668,460.0,34.55696666666666,-118.18366666666667,3,CESSNA,560XL,OKLAHOMA,1.3862943611198906
N679AW,23025.0,460.0,34.7023,-117.796,1,AIRBUS,A320-232,UTAH,0.6931471805599453
N679FE,35475.0,504.0,34.5959,-118.586,1,AIRBUS INDUSTRIE,A300 F4-605R,MASSACHUSETTS,0.6931471805599453
N679QS,19950.0,460.75,34.49395,-118.0735,4,TEXTRON AVIATION INC,680A,OKLAHOMA,1.6094379124341003
N679SA,24875.0,487.0,34.4983,-117.98150000000001,2,BOMBARDIER INC,CL-600-2B19,UTAH,1.0986122886681098
N67BK,35808.333333333336,460.0,34.63133333333334,-118.21166666666666,3,CESSNA,550,CALIFORNIA,1.3862943611198906
N67CM,8035.0,460.0,34.50304,-117.99000000000001,5,CESSNA,310Q,CALIFORNIA,1.791759469228055
N67GH,23125.0,421.0,34.645,-117.94,1,CESSNA,525C,UTAH,0.6931471805599453
N67JE,25510.0,482.2,34.523720000000004,-118.181,5,GULFSTREAM AEROSPACE,GIV-X,UTAH,1.791759469228055
N67WH,24116.666666666668,428.3333333333333,34.80603333333333,-118.63966666666666,3,CESSNA,525C,CALIFORNIA,1.3862943611198906
N67WL,20675.0,300.0,34.580600000000004,-117.9725,2,PILATUS AIRCRAFT LTD,PC-12/47E,CALIFORNIA,1.0986122886681098
N67WV,19400.0,487.3333333333333,34.6773,-117.91133333333335,3,GULFSTREAM AEROSPACE CORP,GVI (G650ER),UTAH,1.3862943611198906
N68005,19758.333333333332,463.6666666666667,34.60723333333333,-118.125,3,BOMBARDIER INC,BD-700-1A10,FLORIDA,1.3862943611198906
N68061,35150.0,460.0,35.0251,-118.607,1,BOEING,767-424ER,ILLINOIS,0.6931471805599453
N680AK,14000.0,460.0,34.6513,-117.888,1,CESSNA,680,ILLINOIS,0.6931471805599453
N680AW,30595.0,510.4,34.53708,-118.12519999999999,5,AIRBUS,A320-232,UTAH,1.791759469228055
N680CS,30300.0,460.0,34.3299,-117.702,1,CESSNA,680,KANSAS,0.6931471805599453
N680DJ,16050.0,458.0,34.546400000000006,-117.87299999999999,2,TEXTRON AVIATION INC,680A,NORTH CAROLINA,1.0986122886681098
N680FE,18658.333333333332,449.6666666666667,34.64226666666667,-118.07566666666666,3,AIRBUS INDUSTRIE,A300 F4-605R,MASSACHUSETTS,1.3862943611198906
N680FS,41158.333333333336,512.6666666666666,34.438266666666664,-118.32233333333333,3,CESSNA,680,CALIFORNIA,1.3862943611198906
N680G,38787.5,482.0,34.680400000000006,-118.6745,2,CESSNA,680,CALIFORNIA,1.0986122886681098
N680GR,31075.0,460.0,34.3026,-117.593,1,CESSNA,680,TEXAS,0.6931471805599453
N680KT,20162.5,447.3333333333333,34.58738333333333,-118.01933333333334,6,DASSAULT-BREGUET,FALCON 50,OKLAHOMA,1.9459101490553132
N680LL,42075.0,493.0,34.9312,-118.532,1,TEXTRON AVIATION INC,680A,INDIANA,0.6931471805599453
N680MC,29816.666666666668,485.0,34.7699,-118.28366666666666,3,CESSNA,680,OREGON,1.3862943611198906
N680ME,24325.0,458.0,34.8166,-118.365,1,CESSNA,680,OREGON,0.6931471805599453
N680PC,42278.57142857143,485.2857142857143,34.70897142857143,-118.18385714285715,7,CESSNA,680,DELAWARE,2.0794415416798357
N680QA,21912.5,439.5,34.56870000000001,-117.5085,2,CESSNA,680,UTAH,1.0986122886681098
N680RH,29758.333333333332,519.3333333333334,34.54946666666667,-118.253,3,CESSNA,680,CALIFORNIA,1.3862943611198906
N681FE,11025.0,405.0,34.6024,-118.103,1,AIRBUS INDUSTRIE,A300 F4-605R,MASSACHUSETTS,0.6931471805599453
N681QS,24655.0,470.8,34.54968,-118.3676,5,TEXTRON AVIATION INC,680A,OHIO,1.791759469228055
N681WA,25637.5,444.25,34.5308625,-117.90174999999999,8,CESSNA,560XL,CALIFORNIA,2.1972245773362196
N681ZL,20850.0,465.0,34.7382,-117.969,1,DASSAULT AVIATION,FALCON 2000EX,MASSACHUSETTS,0.6931471805599453
N682FE,36300.0,534.0,34.5215,-118.549,1,AIRBUS INDUSTRIE,A300 F4-605R,MASSACHUSETTS,0.6931471805599453
N682QS,27816.666666666668,460.0,34.71795,-118.0425,6,CESSNA,560XL,OKLAHOMA,1.9459101490553132
N6831J,12000.0,460.0,34.5826,-118.515,1,PIPER,PA-34-200T,PENNSYLVANIA,0.6931471805599453
N683DA,22325.0,460.0,34.2815,-117.815,1,BOEING,757-232,GEORGIA,0.6931471805599453
N683F,12200.0,460.0,34.6311,-118.065,1,BRITISH AEROSPACE,BAE 125 SERIES 800A,MINNESOTA,0.6931471805599453
N683FE,35475.0,506.0,34.7353,-118.616,1,AIRBUS INDUSTRIE,A300 F4-605R,MASSACHUSETTS,0.6931471805599453
N683QS,24037.5,460.0,34.70015,-118.161,2,CESSNA,560XL,OHIO,1.0986122886681098
N68452,32850.0,527.0,34.8546,-118.3415,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N684DB,34710.71428571428,497.0,34.674485714285716,-118.19200000000001,7,TEXTRON AVIATION INC,680A,NEW MEXICO,2.0794415416798357
N684JC,14533.333333333334,471.0,34.54136666666667,-118.11166666666668,3,GULFSTREAM AEROSPACE,G-IV,NEW YORK,1.3862943611198906
N684MT,45400.0,592.0,34.5397,-117.756,1,GULFSTREAM AEROSPACE CORP,GVI (G650ER),IDAHO,0.6931471805599453
N684QS,9050.0,460.0,34.5858,-118.2645,2,TEXTRON AVIATION INC,680A,OKLAHOMA,1.0986122886681098
N684SJ,30858.333333333332,460.0,34.4977,-118.24566666666668,3,ISRAEL AIRCRAFT INDUSTRIES,ASTRA SPX,OREGON,1.3862943611198906
N684TA,33741.666666666664,510.3333333333333,34.5794,-118.38133333333333,3,AIRBUS,A320-233,UTAH,1.3862943611198906
N685DC,23568.75,503.5,34.638675,-117.78525,4,DASSAULT AVIATION,FALCON 7X,UTAH,1.6094379124341003
N685G,12800.0,382.0,34.6278,-118.079,0,GULFSTREAM AEROSPACE CORP,GVI (G650ER),UTAH,0.0
N685KF,16275.0,387.5,34.649950000000004,-117.9375,2,DASSAULT AVIATION,FALCON 2000,ILLINOIS,1.0986122886681098
N685ST,19403.571428571428,372.14285714285717,34.71412857142857,-118.38514285714287,7,HAWKER BEECHCRAFT CORP,B300,CALIFORNIA,2.0794415416798357
N685TA,36387.5,516.5,34.708749999999995,-118.51150000000001,2,AIRBUS,A320-233,UTAH,1.0986122886681098
N6860L,9500.0,460.0,34.6244,-118.16,1,BEECH,58,CALIFORNIA,0.6931471805599453
N6861F,9475.0,290.0,34.59895,-117.98249999999999,2,PIPER,PA-28-181,CALIFORNIA,1.0986122886681098
N686QS,31150.0,460.0,34.590075,-118.068,4,CESSNA,560XL,OKLAHOMA,1.6094379124341003
N686TA,35375.0,460.0,34.6321,-118.392,1,AIRBUS,A320-214,UTAH,0.6931471805599453
N686TW,37237.5,504.5,34.695350000000005,-118.56649999999999,2,TEXTRON AVIATION INC,680A,OHIO,1.0986122886681098
N6870M,7780.0,460.0,34.524060000000006,-118.02640000000001,5,CESSNA,T210M,CALIFORNIA,1.791759469228055
N687FE,9475.0,338.5,34.58185,-118.2485,2,AIRBUS,A300 F4-605R,TENNESSEE,1.0986122886681098
N687GA,10750.0,336.0,34.618,-118.124,1,GULFSTREAM AEROSPACE CORP,GVII-G600,UTAH,0.6931471805599453
N687GS,41650.0,573.0,34.6728,-117.681,1,GULFSTREAM AEROSPACE CORP,GVI (G650ER),UTAH,0.6931471805599453
N687QS,32912.5,475.5,34.55215,-118.172,2,TEXTRON AVIATION INC,680A,OHIO,1.0986122886681098
N68801,33725.0,528.5,34.55555,-118.02850000000001,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N68805,34500.0,518.0,34.7563,-118.246,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N68811,33025.0,534.0,34.4571,-118.072,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N68821,30675.0,513.0,34.6202,-118.293,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N68822,33425.0,518.0,34.631,-118.31,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N68823,33037.5,530.5,34.688950000000006,-118.3085,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N68834,30287.5,514.5,34.57015,-117.93875,4,BOEING,737-924ER,ILLINOIS,1.6094379124341003
N68836,32325.0,542.0,34.811949999999996,-118.2385,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N68842,33500.0,460.0,34.3102,-117.915,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N68843,33958.333333333336,508.0,34.8128,-118.16766666666666,3,BOEING,737-924ER,ILLINOIS,1.3862943611198906
N6884V,11675.0,460.0,34.7677,-118.472,1,MOONEY,M20C,OREGON,0.6931471805599453
N6885S,17262.5,460.0,34.4889,-118.34899999999999,2,CESSNA,425,CALIFORNIA,1.0986122886681098
N68880,33075.0,539.0,34.59616666666667,-117.926,3,BOEING,737-924ER,ILLINOIS,1.3862943611198906
N68885,45675.0,585.0,34.7313,-117.446,1,GULFSTREAM AEROSPACE CORP,GVI (G650ER),WYOMING,0.6931471805599453
N68889,8125.0,315.0,34.5691,-118.343,1,BOMBARDIER INC,BD-700-1A10,UTAH,0.6931471805599453
N68891,33550.0,526.25,34.71785,-118.1125,4,BOEING,737-924ER,ILLINOIS,1.6094379124341003
N688FE,24100.0,460.0,34.6452,-117.312,1,AIRBUS,A300 F4-605R,TENNESSEE,0.6931471805599453
N688LB,26137.5,460.0,34.7264,-118.15,2,CESSNA,750,DELAWARE,1.0986122886681098
N688QS,22743.75,454.0,34.636475,-118.24725000000001,4,TEXTRON AVIATION INC,680A,OKLAHOMA,1.6094379124341003
N688VM,35766.666666666664,449.0,34.65776666666667,-118.08633333333334,3,CESSNA,680,NEVADA,1.3862943611198906
N68961,5777.5,460.0,34.70827,-118.0673,10,CESSNA,152,CALIFORNIA,2.3978952727983707
N689AM,33325.0,520.0,34.5647,-117.979,1,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,WISCONSIN,0.6931471805599453
N689BG,22300.0,474.0,34.6103,-117.93,1,GULFSTREAM AEROSPACE,GV-SP (G550),CALIFORNIA,0.6931471805599453
N689TA,35856.25,504.0,34.5707,-118.287,4,AIRBUS,A320-214,UTAH,1.6094379124341003
N68BK,9300.0,460.0,34.5498,-118.036,2,CESSNA,T182T,CALIFORNIA,1.0986122886681098
N68CB,26975.0,460.0,34.69865,-117.9125,2,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,TENNESSEE,1.0986122886681098
N68K,8250.0,460.0,34.4893,-118.108,1,PIPER,PA-32R-300,CALIFORNIA,0.6931471805599453
N68KJ,41775.0,566.0,34.552,-118.304,1,BOMBARDIER INC,BD-700-1A10,DELAWARE,0.6931471805599453
N68ZT,22425.0,384.0,34.483,-118.312,1,TEXTRON AVIATION INC,525C,TEXAS,0.6931471805599453
N69,14050.0,304.0,34.848,-118.346,1,BEECH,300,OKLAHOMA,0.6931471805599453
N69059,35675.0,460.0,34.4035,-117.771,1,BOEING,767-424ER,ILLINOIS,0.6931471805599453
N69063,35662.5,549.0,34.65845,-118.392,2,BOEING,767-424ER,ILLINOIS,1.0986122886681098
N6907N,10175.0,460.0,34.575,-117.856,1,MOONEY,M-20G,NEW YORK,0.6931471805599453
N690AH,35700.0,465.0,34.870400000000004,-118.6935,2,RAYTHEON AIRCRAFT COMPANY,390,CALIFORNIA,1.0986122886681098
N690C,21170.833333333332,388.6666666666667,34.6672,-118.09583333333335,6,SOCATA,TBM 700,CALIFORNIA,1.9459101490553132
N690NK,18837.5,446.75,34.5931,-117.85325,4,AIRBUS,A320-232,FLORIDA,1.6094379124341003
N690QS,23500.0,470.0,34.563066666666664,-117.959,3,TEXTRON AVIATION INC,680A,OKLAHOMA,1.3862943611198906
N690TX,28008.333333333332,460.0,34.616166666666665,-117.78666666666668,3,CESSNA,560XL,COLORADO,1.3862943611198906
N690VM,20450.0,448.5,34.58785,-118.21225,4,TEXTRON AVIATION INC,680,NEVADA,1.6094379124341003
N690WY,31833.333333333332,460.0,34.7691,-118.23349999999999,6,CESSNA,501,OREGON,1.9459101490553132
N691AF,19733.333333333332,336.6666666666667,34.552366666666664,-118.00933333333334,3,PILATUS AIRCRAFT LTD,PC-12/47E,NEW HAMPSHIRE,1.3862943611198906
N691CC,15675.0,460.0,34.59956,-118.03240000000001,5,CANADAIR LTD,CL-600-2B16,DELAWARE,1.791759469228055
N691DC,40950.0,460.0,34.6352,-118.062,1,CESSNA,560,CALIFORNIA,0.6931471805599453
N691FE,17225.0,429.0,34.585300000000004,-117.97749999999999,2,AIRBUS,A300 F4-605R,TENNESSEE,1.0986122886681098
N691GD,15406.25,416.875,34.6073125,-118.23174999999999,7,GULFSTREAM AEROSPACE CORP,GVI (G650ER),UTAH,2.0794415416798357
N691NK,22550.0,460.0,34.26,-117.853,1,AIRBUS,A320-232,FLORIDA,0.6931471805599453
N691QS,32616.666666666668,465.6666666666667,34.5355,-118.48966666666666,3,TEXTRON AVIATION INC,680A,OKLAHOMA,1.3862943611198906
N6927R,9866.666666666666,460.0,34.62133333333333,-118.24783333333333,6,CESSNA,T210H,NEVADA,1.9459101490553132
N692QS,11800.0,460.0,34.6342,-118.039,1,TEXTRON AVIATION INC,680A,OKLAHOMA,0.6931471805599453
N693BR,26665.0,486.7,34.67958,-118.08720000000001,10,BOMBARDIER INC,CL-600-2B19,UTAH,2.3978952727983707
N693LG,21616.666666666668,460.0,34.61376666666667,-118.36099999999999,3,PILATUS AIRCRAFT LTD,PC-12/47,MONTANA,1.3862943611198906
N693NK,19250.0,449.6666666666667,34.5408,-117.89033333333333,3,AIRBUS,A320-232,FLORIDA,1.3862943611198906
N693QS,28891.666666666668,460.0,34.55903333333333,-117.91199999999999,3,CESSNA,560XL,OKLAHOMA,1.3862943611198906
N693T,8575.0,460.0,34.7431,-118.477,1,BEECH,K35,CALIFORNIA,0.6931471805599453
N6940B,7462.5,460.0,34.69815,-117.99000000000001,2,PIPER,PA-22-150,CALIFORNIA,1.0986122886681098
N694AM,4643.75,460.0,34.60595,-118.0915,4,BELL HELICOPTER TEXTRON CANADA,407,COLORADO,1.6094379124341003
N694PD,17512.5,397.25,34.5756,-118.12525,4,BOMBARDIER INC,BD-100-1A10,CALIFORNIA,1.6094379124341003
N6951M,9025.0,460.0,34.6284,-118.243,2,CESSNA,182P,CALIFORNIA,1.0986122886681098
N6953L,9250.0,460.0,34.6592,-117.969,1,CESSNA,310K,CALIFORNIA,0.6931471805599453
N695GD,13550.0,460.0,34.6486,-117.908,1,GULFSTREAM AEROSPACE CORP,GVI (G650ER),FLORIDA,0.6931471805599453
N695GH,16375.0,460.0,34.514250000000004,-118.3015,2,GULFSTREAM AEROSPACE,695B,CALIFORNIA,1.0986122886681098
N695NK,23200.0,460.0,34.4261,-117.564,1,AIRBUS,A320-232,FLORIDA,0.6931471805599453
N695QS,23725.0,460.0,34.721,-117.827,1,TEXTRON AVIATION INC,680A,OKLAHOMA,0.6931471805599453
N6961M,7325.0,460.0,34.71816666666667,-118.28399999999999,3,STINSON,108-3,CALIFORNIA,1.3862943611198906
N696DL,21825.0,398.0,34.4938,-118.687,1,BOEING,757-232,GEORGIA,0.6931471805599453
N696GA,21125.0,497.0,34.5197,-118.276,1,GULFSTREAM AEROSPACE CORP,GVII-G600,TEXAS,0.6931471805599453
N696HC,25808.333333333332,504.0,34.51343333333333,-118.20066666666666,3,IAI LTD,GULFSTREAM G280,ILLINOIS,1.3862943611198906
N696HS,33975.0,552.5,34.6723,-117.755,2,BOMBARDIER INC,CL-600-2B16,ARIZONA,1.0986122886681098
N696JM,30625.0,511.0,34.5018,-118.367,1,DASSAULT-BREGUET,MYSTERE FALCON 900,TEXAS,0.6931471805599453
N696NK,32150.0,525.0,34.5222,-118.742,1,AIRBUS,A320-232,FLORIDA,0.6931471805599453
N696QS,20925.0,472.3333333333333,34.5837,-118.11366666666667,3,TEXTRON AVIATION INC,680A,OKLAHOMA,1.3862943611198906
N6970U,9700.0,460.0,34.4784,-118.206,1,MOONEY,M20E,NEVADA,0.6931471805599453
N697CC,20012.5,466.0,34.661950000000004,-117.892,2,IAI LTD,GULFSTREAM G280,ILLINOIS,1.0986122886681098
N697NK,21341.666666666668,468.6666666666667,34.5629,-117.723,3,AIRBUS,A320-232,DELAWARE,1.3862943611198906
N697QS,19950.0,453.0,34.5344,-118.64,1,TEXTRON AVIATION INC,680A,OKLAHOMA,0.6931471805599453
N69813,32483.333333333332,498.6666666666667,34.619099999999996,-118.05499999999999,3,BOEING,737-924ER,ILLINOIS,1.3862943611198906
N69816,36212.5,496.0,34.92165,-117.7645,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N69818,33500.0,519.0,34.63105,-118.2435,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N69819,34650.0,511.0,34.8263,-118.475,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N69824,33660.0,517.8,34.67044,-117.91779999999999,5,BOEING,737-924ER,ILLINOIS,1.791759469228055
N69826,34260.71428571428,522.8571428571429,34.708085714285716,-118.21185714285714,7,BOEING,737-924ER,ILLINOIS,2.0794415416798357
N69829,29562.5,493.5,34.491299999999995,-117.988,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N69830,29737.5,515.5,34.7307,-118.0175,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N69833,28381.25,480.75,34.613225,-117.79724999999999,4,BOEING,737-924ER,ILLINOIS,1.6094379124341003
N69838,30625.0,539.0,34.6343,-117.215,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N69839,33512.5,530.5,34.718,-118.2465,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N69840,32387.5,502.75,34.592600000000004,-118.197,4,BOEING,737-924ER,ILLINOIS,1.6094379124341003
N69847,32487.5,534.0,34.66745,-118.02799999999999,2,BOEING,737-924ER,ILLINOIS,1.0986122886681098
N69848,8040.0,460.0,34.611180000000004,-118.07159999999999,5,CESSNA,310Q,CALIFORNIA,1.791759469228055
N69885,33520.833333333336,532.1666666666666,34.6237,-118.11433333333333,6,BOEING,737-924ER,ILLINOIS,1.9459101490553132
N69888,24375.0,493.0,34.6684,-118.162,1,BOEING,737-924ER,ILLINOIS,0.6931471805599453
N698NK,15768.75,444.75,34.592625,-118.084,4,AIRBUS,A320-232,DELAWARE,1.6094379124341003
N698WA,10850.0,272.0,34.4762,-118.302,1,PIPER AIRCRAFT INC,PA-46-600TP,UTAH,0.6931471805599453
N699GA,7225.0,395.5,34.6065,-118.142,2,GULFSTREAM AEROSPACE CORP,GVII-G600,DELAWARE,1.0986122886681098
N699GD,10875.0,376.6666666666667,34.613033333333334,-118.12766666666666,3,GULFSTREAM AEROSPACE CORP,GVI (G650ER),UTAH,1.3862943611198906
N699QS,32816.666666666664,485.0,34.64666666666667,-117.91699999999999,3,TEXTRON AVIATION INC,680A,OKLAHOMA,1.3862943611198906
N69R,10650.0,460.0,34.6961,-117.992,1,BEECH,95-B55 (T42A),NEVADA,0.6931471805599453
N69VK,40125.0,463.0,34.6755,-118.448,1,EMBRAER-EMPRESA BRASILEIRA DE,EMB-505,CALIFORNIA,0.6931471805599453
N6AH,37475.0,529.0,34.4398,-118.593,1,HURLBUT,SKYBOLT,NEW YORK,0.6931471805599453
N6BR,9925.0,460.0,34.6041,-118.187,1,CESSNA,560XL,TEXAS,0.6931471805599453
N6HU,12650.0,460.0,34.6455,-118.1175,2,RAYTHEON AIRCRAFT COMPANY,B300,ARKANSAS,1.0986122886681098
N6SR,28625.0,352.0,34.5146,-118.506,1,EPIC AIRCRAFT LLC,E1000,CALIFORNIA,0.6931471805599453
N6XK,17625.0,460.0,34.769,-118.361,1,SCHRAMECK RICK,EPIC LT,CALIFORNIA,0.6931471805599453
N6ZR,8125.0,460.0,34.6806,-118.205,1,PIPER,AEROSTAR 601P,CALIFORNIA,0.6931471805599453
N700AN,9475.0,460.0,34.5652,-118.011,1,SOCATA,TBM 700,CALIFORNIA,0.6931471805599453
N700AY,21916.666666666668,460.0,34.52043333333333,-118.16166666666668,3,SOCATA,TBM 700,CALIFORNIA,1.3862943611198906
N700BQ,17240.625,319.375,34.73615,-118.122,8,SOCATA,TBM 700,CALIFORNIA,2.1972245773362196
N700CJ,30250.0,460.0,34.646,-117.9585,2,CESSNA,525,OREGON,1.0986122886681098
N700ES,24875.0,486.0,34.602133333333335,-117.99966666666667,3,GULFSTREAM AEROSPACE CORP,GVII-G600,CALIFORNIA,1.3862943611198906
N700EZ,13775.0,460.0,34.4605,-117.992,1,SOCATA,TBM 700,CALIFORNIA,0.6931471805599453
N700FJ,19565.0,418.3,34.66378,-118.0537,10,GULFSTREAM AEROSPACE,G-IV,FLORIDA,2.3978952727983707
N700FP,17541.666666666668,341.1666666666667,34.623866666666665,-118.16366666666666,6,SOCATA,TBM 700A,CALIFORNIA,1.9459101490553132
N700HK,16441.666666666668,460.0,34.599133333333334,-117.908,3,SOCATA,TBM 700,NEVADA,1.3862943611198906
N700KW,36500.0,539.0,34.755,-118.392,1,BOEING,767-336,PENNSYLVANIA,0.6931471805599453
N700LL,8375.0,460.0,34.6067,-118.172,1,SOCATA,TBM 700,NEVADA,0.6931471805599453
N700LX,7925.0,460.0,34.6184,-118.007,1,RAYTHEON AIRCRAFT COMPANY,B200,UTAH,0.6931471805599453
N700NY,24750.0,532.0,34.371,-117.657,1,GULFSTREAM AEROSPACE,G-IV,NEW YORK,0.6931471805599453
N700QS,38425.0,532.0,34.7654,-118.345,1,BOMBARDIER INC,BD-100-1A10,OKLAHOMA,0.6931471805599453
N700TJ,22881.25,460.0,34.685925,-118.04625,4,SOCATA,TBM 700,NEVADA,1.6094379124341003
N700UW,29154.166666666668,486.8333333333333,34.616816666666665,-117.77933333333334,6,AIRBUS INDUSTRIE,A319-112,UTAH,1.9459101490553132
N700WB,8950.0,189.0,34.7487,-118.226,2,WELDON J BAKER,VANS RV-7,TEXAS,1.0986122886681098
